Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
ProXentia,https://www.crunchbase.com/organization/proxentia,"Analytics, Biotechnology, Medical, Medical Device","Milano, Lombardia, Italy",ProXentia is a provider of analytical devices based on optical technology called Reflective Phantom Interface.,,+39 0256660203,http://www.proxentia.com/,For Profit,2,,"€1,563,485",5/1/16,Grant,"€1,613,485","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Geneticlab,https://www.crunchbase.com/organization/geneticlab,"Biotechnology, Genetics, Health Diagnostics","Castenedolo, Lombardia, Italy",Geneticlab is a reference diagnostic center at European level in the field of Genetics and Molecular Biology.,specialisti@synlab.it,030 2316777,http://geneticlab.it/,For Profit,1,,"€1,704,000",7/1/15,Grant,"€1,704,000","Biotechnology, Health Care, Science and Engineering",Private
Todos Medical,https://www.crunchbase.com/organization/todos-medical,"Biotechnology, Health Diagnostics, Medical","Israel, Asia",Todos Medical offers a novel approach for cancer detection.,info@todosmedical.com,847-960-5630,http://www.todosmedical.com/,For Profit,1,,"€50,000",2/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Accelerated Medical Diagnostics,https://www.crunchbase.com/organization/accelerated-medical-diagnostics,"Biotechnology, Health Care, Personal Health","Davis, California, United States",Accelerated Medical Diagnostics is a cancer diagnostics company.,info@acceleratedmeddiagnostics.com,(925)570-1615,http://acceleratedmeddiagnostics.com/company/,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Xvivo Perfusion,https://www.crunchbase.com/organization/xvivo-perfusion,"Biotechnology, Medical, Medical Device","Göteborg, Vastra Gotaland, Sweden","XVIVO Perfusion develops optimized solutions for organ, tissue, and cell preservation in connection with transplantation.",info@xvivoperfusion.com,+46 31 788 21 50,https://www.xvivoperfusion.com/,For Profit,1,,"€50,000",11/1/14,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Tide Microfluidics,https://www.crunchbase.com/organization/tide-microfluidics,"Biotechnology, Health Care, Medical, Medical Device","Enschede, Overijssel, The Netherlands",Tide Microfluidics manufactures monodisperse microbubbles and microdroplets.,info@tidemicrofluidics.com,31887877679,http://tidemicrofluidics.com/,For Profit,1,,"€50,000",2/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Aequor Inc,https://www.crunchbase.com/organization/aequor-inc,"Biotechnology, Chemical, Chemical Engineering","San Diego, California, United States","Aequor develops anti-biofilm and anti-fouling molecules, engaging in research and development of chemicals from marine microbes.",contact@aequorinc.com,,http://www.aequorinc.com,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Science and Engineering",Private
reNEW Technologies,https://www.crunchbase.com/organization/renew-technologies,"Biotechnology, Food Processing, Industrial Manufacturing","Budapest, Budapest, Hungary",reNEW Technologies is an enterprise that has developed a patented biothermal 2-step process to ferment and extract volatile fatty acids.,solutions@renewtech.co, +36 1 413 36 00,http://www.renewtech.co/,,1,,"€1,386,429",11/1/17,Grant,"€1,386,429","Biotechnology, Food and Beverage, Manufacturing, Science and Engineering",Private
3DKreaForm,https://www.crunchbase.com/organization/3dkreaform,"Biotechnology, Dental, Health Care, Wellness","Vaulx-en-velin, Rhone-Alpes, France","3DKreaForm is a French firm incorporated at the end of 2012, which ambitions to become a major actor of guided implant surgery.",,,http://3dkreaform.eu/,,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
E-nema GmbH ,https://www.crunchbase.com/organization/e-nema-gmbh,"Agriculture, AgTech, Biotechnology, Farming","Klausdorf, Schleswig-Holstein, Germany",E-nema GmbH  is a producer of biological plant protection products based on entomopathogenic nematodes (5 species) and micro-organisms,info@e-nema.de,+49 4307 8295-0,https://www.e-nema.de,,1,,"€50,000",10/1/15,Grant,"€50,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Affinity Therapeutics,https://www.crunchbase.com/organization/affinity-therapeutics,Biotechnology,"Cleveland, Ohio, United States",Affinity Therapeutics is a research-driven biotech company focusing on the design and delivery of life-enhancing medical applications.,info@affinitytherapeutics.com,2163684969,http://affinitytherapeutics.com,,1,,"$400,000 ",1/9/14,Grant,"$400,000 ","Biotechnology, Science and Engineering",Private
MassBioEd,https://www.crunchbase.com/organization/massbioed,"Biotechnology, EdTech, Education, STEM Education","Cambridge, Maryland, United States","MassBioEd is a non-profit organization committed to supporting science, technology, engineering, and math education.",mark.bruso@massbio.org,617-519-9892,http://www.massbioed.org,,1,,"$100,000 ",6/21/13,Grant,"$100,000 ","Biotechnology, Education, Science and Engineering, Software",Private
Hammersmith Medicines Research Ltd,https://www.crunchbase.com/organization/hammersmith-medicines-research-ltd,"Biotechnology, Health Care, Medical, Pharmaceutical","London, England, United Kingdom",Hammersmith Medicines Research is a London-based biotechnology company that provides CRO services.,hmr@hmrlondon.com,020 8961 4130,http://www.hmrlondon.com,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
TAmiRNA,https://www.crunchbase.com/organization/tamirna,"Biotechnology, Health Care, Health Diagnostics","Vienna, Wien, Austria",TAmiRNA is a biotech company that specializes in the discovery and validation of micro RNA biomarkers. ,office@tamirna.com,+43 660 420 5856,http://www.tamirna.com/,For Profit,1,,"€50,000",7/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Lab Service Analytica,https://www.crunchbase.com/organization/lab-service-analytica,"Biotechnology, Manufacturing","Anzola, Emilia-Romagna, Italy",Lab Service Analytica is a leader in pre and post sales assistance.,info@labservice.it,,http://www.labservice.it/,For Profit,2,,"€997,588",3/1/17,Grant,"€1,047,588","Biotechnology, Manufacturing, Science and Engineering",Private
ZoitechLab,https://www.crunchbase.com/organization/zoitechlab,"Agriculture, Biotechnology, Veterinary","Madrid, Madrid, Spain",ZoitechLab is a biotechnology company engaged in development of veterinarian technical services focused on animal reproduction.,info@zoitech.com,+34 91 850 42 32,http://www.zoitech.com/,For Profit,1,,"€726,891",11/1/16,Grant,"€726,891","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Private
SpheroTec GmbH,https://www.crunchbase.com/organization/spherotec-gmbh,Biotechnology,"Martinsried, Bayern, Germany",SpheroTec GmbH is a biotech company using 3D cell-culture systems.,,,http://www.spherotec.com/,For Profit,1,,"€50,000",1/1/17,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Axeb Biotech,https://www.crunchbase.com/organization/axeb-biotech,"Agriculture, AgTech, Biotechnology, Farming","Lleida, Catalonia, Spain","Axeb Biotech is a technology-based company in the field of agri science, working to improve plant health and yield in a sustainable way.",axeb@axeb.net,+34 973275110,http://axeb.net/,For Profit,1,,"€50,000",3/1/16,Grant,"€50,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Thelial Technologies,https://www.crunchbase.com/organization/thelial-technologies,"Biotechnology, Health Care, Medical, Medical Device","Lisbon, Lisboa, Portugal",Thelial Technologies engages in targeted carcinoma drug discovery and development.,info@thelial.com,351 91 770 8937,http://www.thelial.com,,3,Seed,"€50,000",12/1/16,Grant,"€410,000","Biotechnology, Health Care, Science and Engineering",Private
Blue Therapeutics,https://www.crunchbase.com/organization/blue-therapeutics,Biotechnology,"Boston, Massachusetts, United States",Blue Therapeutics is an early stage drug development company pursuing better treatment options for patients in pain.,info@bluetherapeutics.com,,http://www.bluetherapeutics.com/,For Profit,1,,,11/1/15,Grant,,"Biotechnology, Science and Engineering",Private
TychoBio,https://www.crunchbase.com/organization/tychobio,Biotechnology,"Københoved, Syddanmark, Denmark",TychoBio operates on the development of plant biotechnology to sustainably produce high value natural products.,,,http://www.tycho-bio.com/,For Profit,1,,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Afferent Technologies,https://www.crunchbase.com/organization/afferent-technologies,"Biotechnology, Health Care, Medical, Neuroscience","Barcelona, Catalonia, Spain",Afferent Technologies is a developer of novel instrumentation for neuroscience and neurology.,,+34 93 199 15 25,http://www.afferent-technologies.com,,1,,"€50,000",12/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Scandinavian Biopharma,https://www.crunchbase.com/organization/scandinavian-biopharma,"Biotechnology, Health Care, Pharmaceutical","Solna, Stockholms Lan, Sweden",Scandinavian Biopharma is a Swedish research-based biotech company.,,,http://www.scandinavianbiopharma.se,For Profit,1,,"€2,992,750",6/1/17,Grant,"€2,992,750","Biotechnology, Health Care, Science and Engineering",Private
Gensoric,https://www.crunchbase.com/organization/gensoric,"Biotechnology, Chemical","Rostock, Mecklenburg-Vorpommern, Germany",Gensoric is a technology and solution provider which opens-up new ways in electrochemical analysis and synthesis.,info@gensoric.com,+49 381 49747-40,http://www.gensoric.com/,For Profit,2,,"€1,709,750",6/1/16,Grant,"€1,759,750","Biotechnology, Science and Engineering",Private
3CI,https://www.crunchbase.com/organization/3ci,Biotechnology,"Bolzano, Friuli-Venezia Giulia, Italy","3CI offers Divine, a measurement tool for the analysis of reducing sugars, malic acid, lactic acid, and ethanol in wine.",,,http://www.3ci.bz.it/en-US/Products.html,,1,,"€100,000",1/1/11,Grant,"€100,000","Biotechnology, Science and Engineering",Private
Glyconics,https://www.crunchbase.com/organization/glyconics,"Biotechnology, Medical, Medical Device","Cambridge, Massachusetts, United States","Glyconics is a diagnostics company, using infrared spectroscopy to analyse samples for markers of disease across a wide range of conditions.",info@glyconics.com,,http://www.glyconics.com/,For Profit,2,Seed,"£150,000",4/14/15,Grant,"£150,000","Biotechnology, Health Care, Science and Engineering",Private
Finbiosoft,https://www.crunchbase.com/organization/finbiosoft,"Biotechnology, Clinical Trials, Medical, Software","Espoo, Southern Finland, Finland",Finbiosoft is an innovative Finnish software company specialized in clinical diagnostics.,info@finbiosoft.com,+358 41 544 0909,http://www.finbiosoft.com,,2,Seed,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering, Software",Private
Varada Innovations,https://www.crunchbase.com/organization/varada-innovations,"Biotechnology, Electronics, Medical","Ithaca, New York, United States",Varada Innovations develops surgical tools and implantable sensors that enable the personalization of interventional procedures.,info@varadainnovations.com,6072168004,http://www.varadainnovations.com,For Profit,2,Seed,,11/1/14,Grant,"$15,000 ","Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering",Private
Amolab srl,https://www.crunchbase.com/organization/amolab-srl,"Biotechnology, Health Care, Medical","Lecce, Puglia, Italy","Amolab aims to provide the global medical community the first technology solution for monitoring safe, automatic, and non-invasive of labor.",,,https://www.amolab.it/,For Profit,1,,"€50,000",12/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
LIFECARE AS,https://www.crunchbase.com/organization/lifecare-as,"Biotechnology, Medical, Sensor","Bergen, Hordaland, Norway",LIFECARE is dedicated to develop the next generation of glucose sensors.,info@lifecare.no,+47 90 13 60 63,http://lifecare.no,For Profit,1,,"€50,000",8/1/16,Grant,"€50,000","Biotechnology, Hardware, Health Care, Science and Engineering",Private
Biomeb,https://www.crunchbase.com/organization/biomeb,"Biopharma, Biotechnology, Health Care, Hospital, Life Science, Medical","Lleida, Catalonia, Spain","Biomeb is a biotechnology company that provide personalized medicine for prevention, diagnosis and treatment of different pathologies.",info@biomeb.com,+34 873 99 19 98,http://www.biomeb.com,For Profit,1,,"$50,000 ",8/1/17,Grant,"$50,000 ","Biotechnology, Health Care, Science and Engineering",Private
XCellR8 Ltd,https://www.crunchbase.com/organization/xcellr8-ltd,"Biotechnology, Chemical, Cosmetics","Daresbury, Halton, United Kingdom",XCellR8 is a world leader in non-animal testing.,info@x-cellr8.com, +44 (0)1925 607 134,https://x-cellr8.com/,,1,,"€50,000",7/1/16,Grant,"€50,000","Biotechnology, Consumer Goods, Science and Engineering",Private
Enza Biotech,https://www.crunchbase.com/organization/enza-biotech,"Biotechnology, Chemical","Lund, Skane Lan, Sweden",Enza Biotech is a biotechnology company that researches and develops renewable surfactants using carbohydrate-based chemistry.,,+46 7 00 90 57 12,http://enzabiotech.com/,For Profit,1,M&A,"€50,000",3/1/15,Grant,"€50,000","Biotechnology, Science and Engineering",Private
OncoImmunity,https://www.crunchbase.com/organization/oncoimmunity,"Biotechnology, Health Care, Medical","Oslo, Oslo, Norway","OncoImmunity is a bioinformatics company based in Oslo, Norway.",,47 90 01 52 42,http://www.oncoimmunity.com/,For Profit,1,,"€50,000",6/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
