Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Delpor,https://www.crunchbase.com/organization/delpor,"Biopharma, Biotechnology, Commercial","San Francisco, California, United States","Delpor is a biotechnology company developing drug delivery technologies to transport proteins, peptides, and small molecules.",info@delpor.com,4154806871,http://delpor.com,,3,Early Stage Venture,"$1,000,000 ",3/28/16,Series A,"$2,370,492 ","Biotechnology, Health Care, Science and Engineering",Private
Verenium,https://www.crunchbase.com/organization/verenium,"Biotechnology, Industrial, Innovation Management","Cambridge, Maine, United States",Verenium is an industrial biotechnology company specializing in the development of high performance enzymes.,ir@verenium.com,+49 621 600,http://www.verenium.com,,2,Early Stage Venture,"$7,309,564 ",12/19/12,Series A,"$97,309,564 ","Biotechnology, Science and Engineering",Private
Taiwan Shennong Social Enterprise ,https://www.crunchbase.com/organization/taiwan-shennong-social-enterprise,Biotechnology,"Taichung, T'ai-wan, Taiwan",Manufactures an integrated pest-trapping device that can detect pest density.,john@twseg.com,886-4-22587703,http://www.tsse.com.tw/,,1,Early Stage Venture,"$3,000,000 ",3/2/18,Series A,"$3,000,000 ","Biotechnology, Science and Engineering",Private
Theramyt Novobiologics,https://www.crunchbase.com/organization/theramyt-novobiologics,Biotechnology,"Bengaluru, Karnataka, India","Theramyt develops therapies for disease areas such as oncology, rheumatoid arthritis, diabetes, and metabolic disorders.",info@theramyt.com,,http://theramyt.com,,1,Early Stage Venture,"$4,500,000 ",10/11/13,Series A,"$4,500,000 ","Biotechnology, Science and Engineering",Private
Aerial BioPharma,https://www.crunchbase.com/organization/aerial-biopharma,"Biopharma, Biotechnology, Neuroscience","Morrisville, North Carolina, United States",Aerial BioPharma is a biopharmaceutical company developing biologics and small molecules for central nervous system issues.,info@aerialbio.com,9194609509,http://aerialbio.com,,3,Early Stage Venture,"$9,500,000 ",2/20/13,Series A,"$19,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Anaphore,https://www.crunchbase.com/organization/anaphore,"Biotechnology, Medical Device, Therapeutics","La Jolla, California, United States",Anaphore develops protein therapeutics that address unmet medical needs of patients with life-threatening diseases.,info@anaphoreinc.com,(858) 587-4815,http://www.anaphoreinc.com,For Profit,4,Early Stage Venture,"$13,000,000 ",6/9/09,Series A,"$49,300,000 ","Biotechnology, Health Care, Science and Engineering",Private
Nexgen Plants Pty Limited,https://www.crunchbase.com/organization/nexgen,"Agriculture, Biotechnology","Saint Lucia, Queensland, Australia",Nexgen is an emerging plant trait company delivering non-GM solutions,info@nexgenplants.com,61733654037,http://www.nexgenplants.com/,For Profit,1,Early Stage Venture,"A$2,566,667",9/3/13,Series A,"A$2,566,667","Agriculture and Farming, Biotechnology, Science and Engineering",Private
CorTec,https://www.crunchbase.com/organization/cortec,Biotechnology,"Freiburg, Baden-Wurttemberg, Germany",CorTec develops a neurotechnological platform that enables users to measure and stimulate brain activity.,info@cortec-neuro.com,4.97612E+11,http://cortec-neuro.com,,2,Early Stage Venture,"€3,000,000",8/1/13,Series A,"€5,400,000","Biotechnology, Science and Engineering",Private
Altheos,https://www.crunchbase.com/organization/altheos,"Biotechnology, Clinical Trials, Health Care","South San Francisco, California, United States",Altheos was a biopharmaceutical company focused on the development of small molecule drugs.,info@altheos.com,650.989.8570,http://altheos.net,For Profit,2,Early Stage Venture,"$12,500,000 ",2/9/12,Series A,"$32,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
HμREL,https://www.crunchbase.com/organization/hrel,Biotechnology,"Beverly Hills, California, United States","HμREL, a bioanalytic tools firm, researches, develops and commercializes products and services based on 3D cell-based tissue constructs.",hello@hurelcorp.com,310-652-5900,http://www.hurelcorp.com,,1,Early Stage Venture,"$9,200,000 ",4/3/13,Series A,"$9,200,000 ","Biotechnology, Science and Engineering",Private
TNG Pharmaceuticals,https://www.crunchbase.com/organization/tng-pharmaceuticals,Biotechnology,"Louisville, Kentucky, United States","TNG Pharmaceuticals, a Louisville, KY based company is focused on the research and development of our patented vaccine, FlyVax.",website@flyvax.com,888-345-0878,http://flyvax.com,,1,Early Stage Venture,"$4,600,000 ",2/6/14,Series A,"$4,600,000 ","Biotechnology, Science and Engineering",Private
Labrys Biologics,https://www.crunchbase.com/organization/labrys-biologics,"Biotechnology, Health Care, Pharmaceutical","San Francisco, California, United States",Labrys Biologics develops treatments for chronic migraine.,,,,For Profit,2,M&A,"$31,000,000 ",1/3/13,Series A,"$45,588,234 ","Biotechnology, Health Care, Science and Engineering",Private
BioFactura,https://www.crunchbase.com/organization/biofactura,"Biotechnology, Manufacturing, Medical","Frederick, Maryland, United States",BioFactura is a biopharmaceutical research and manufacturing company,info@biofactura.com,(301)315-8002,http://www.biofactura.com/,For Profit,1,Early Stage Venture,"$1,800,000 ",4/26/16,Series A,"$1,800,000 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Promip Agro Biotecnologia,https://www.crunchbase.com/organization/promip-agro-biotecnologia,"Agriculture, Biotechnology","Conception, Tarlac, Philippines","Promip is a biotech start-up, based in Sao Paulo, Brazil, leading the biotech agriculture revolution in developing markets.",mpoletti@promip.agr.br,(385) 720-20__,http://www.promip.agr.br,For Profit,1,Early Stage Venture,"R$4,000,000",8/4/14,Series A,"R$4,000,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
ImaCor,https://www.crunchbase.com/organization/imacor,Biotechnology,"Uniondale, New York, United States","ImaCor offers ClariTEE probe and Zura imaging system, for hemodynamic management, echocardiography and transesophageal echocardiography.",info@imacorinc.com,5163930969,http://www.imacorinc.com,,1,Early Stage Venture,"$5,450,000 ",2/21/09,Series A,"$5,450,000 ","Biotechnology, Science and Engineering",Private
EnCare Biotech,https://www.crunchbase.com/organization/encare-biotech,"Biotechnology, Medical","Utrecht, Utrecht, The Netherlands","EnCare Biotech B.V., a newly founded spin-off company from University Medical Center Utrecht",info@encarebiotech.com,,http://encarebiotech.com,For Profit,1,Early Stage Venture,"$5,500,000 ",11/21/14,Series A,"$5,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
InVasc Therapeutics,https://www.crunchbase.com/organization/invasc-therapeutics,"Biotechnology, Medical, Therapeutics","Tucker, Georgia, United States","InVasc Therapeutics develops drug-based platforms for diabetes, atherosclerosis, hypertension, and cardiovascular diseases.",info@invasctherapeutics.com,678-736-5900 ,http://www.invasc.net,For Profit,1,Early Stage Venture,"$3,100,000 ",10/8/10,Series A,"$3,100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Creoptix,https://www.crunchbase.com/organization/creoptix,"Automotive, Biotechnology","Wadenswil, Zurich, Switzerland",Creoptix develops next generation instruments for the high-sensitivity analysis of label-free molecular interactions.,info@creoptix.com,41 76 342 18 94,http://creoptix.com,,1,Early Stage Venture,"$3,270,120 ",11/20/13,Series A,"$3,270,120 ","Biotechnology, Science and Engineering, Transportation",Private
Virometix ,https://www.crunchbase.com/organization/virometix-ag,"Biotechnology, Health Care, Medical","Schlieren, Zurich, Switzerland",Virometix is a privately held biotechnology company developing,info@virometix.com,+41 (0) 43 433 86 60,http://virometix.com,For Profit,4,Early Stage Venture,"CHF1,200,000",9/4/17,Series A,"CHF6,200,000","Biotechnology, Health Care, Science and Engineering",Private
TB Biosciences,https://www.crunchbase.com/organization/tb-biosciences,"Biotechnology, Health Diagnostics","Bethlehem, Pennsylvania, United States",TB Biosciences is an early-stage medical diagnostics company developing a point-of-care test for active tuberculosis.,info@webchamp.nl,2129953250,http://tbbiosciences.com,,1,Early Stage Venture,"$1,500,000 ",7/18/13,Series A,"$1,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Otologic Pharmaceutics,https://www.crunchbase.com/organization/otologic-pharmaceutics,"Biotechnology, Information Technology","Oklahoma City, Oklahoma, United States","Otologic Pharmaceutics, Inc. is a development stage pharmaceutical company formed specifically to commercialize promising technologies.",dk@otologicpharmaceutics.com,(405)319-8165,http://www.otologicpharmaceutics.com,For Profit,1,Early Stage Venture,"$4,099,999 ",4/3/14,Series A,"$4,099,999 ","Biotechnology, Information Technology, Science and Engineering",Private
Allostera Pharma,https://www.crunchbase.com/organization/allostera-pharma,"Biotechnology, Health Diagnostics, Pharmaceutical","Montréal, Quebec, Canada",Allostera Pharma is a biopharmaceutical company focused on developing therapeutics for autoimmune diseases and type II diabetes.,,(514)893-4886,http://www.allostera.com/about.html,For Profit,1,Early Stage Venture,"CA$17,000,000",7/8/09,Series A,"CA$17,000,000","Biotechnology, Health Care, Science and Engineering",Private
ILKOS Therapeutic,https://www.crunchbase.com/organization/ilkos-therapeutics,"Biotechnology, Health Care, Medical","Laval, Quebec, Canada",ILKOS THERAPEUTICS Inc. is a biotechnology company which develops treatments for lower limb ulcers,,,,For Profit,1,Early Stage Venture,"$21,000,000 ",8/1/16,Series A,"$21,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
ELARA Pharmaceuticals,https://www.crunchbase.com/organization/elara-pharmaceuticals,Biotechnology,"Heidelberg, Baden-Wurttemberg, Germany",ELARA Pharmaceuticals offers research and pharmaceutical development services for new anti-cancer drugs.,,+49 6221 387 8935,http://www.elarapharma.com,,1,Early Stage Venture,"$6,910,000 ",11/26/09,Series A,"$6,910,000 ","Biotechnology, Science and Engineering",Private
iZumi Bio,https://www.crunchbase.com/organization/izumi-bio,"Biotechnology, Health Diagnostics, Therapeutics","South San Francisco, California, United States","IZumi Bio, a biotechnology company, employs cellular reprograming for the development of stem cell-based therapeutics.",info@izumibio.com,,http://www.izumibio.com,,1,M&A,"$20,000,000 ",4/14/09,Series A,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Vascular Magnetics,https://www.crunchbase.com/organization/vascular-magnetics,Biotechnology,"Philadelphia, Pennsylvania, United States",Vascular Magnetics combines nanotechnology and magnetic mechanisms to develop Vascular Magnetic Intervention.,info@vascularmagnetics.com,856-753-7650,http://www.vascularmagnetics.com,,1,Early Stage Venture,"$7,000,000 ",2/22/12,Series A,"$7,000,000 ","Biotechnology, Science and Engineering",Private
Cerimon Pharmaceuticals,https://www.crunchbase.com/organization/cerimon-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","South San Francisco, California, United States","Cerimon Pharmaceuticals develops and commercializes therapeutics for autoimmune diseases, inflammation, and pains.",,,http://www.manta.com,,3,Early Stage Venture,"$232,957 ",11/15/10,Series A,"$2,732,960 ","Biotechnology, Health Care, Science and Engineering",Private
LQ3 Pharmaceuticals,https://www.crunchbase.com/organization/lq3-pharmaceuticals,"Biotechnology, Pharmaceutical","Morrisville, North Carolina, United States","LQ3 Pharmaceuticals, Inc. operates in the healthcare industry focusing on pharmaceutical business.",,919-794-7391,http://www.lq3pharma.com/,,1,Early Stage Venture,"$10,000,000 ",9/10/14,Series A,"$10,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Relief Therapeutics,https://www.crunchbase.com/organization/relief-therapeutics,"Biotechnology, Clinical Trials, Pharmaceutical","Zürich, Zurich, Switzerland",Clinical stage biotechnology company,contact@relieftherapeutics.com,,http://www.relieftherapeutics.com,For Profit,1,Early Stage Venture,"€2,500,000",5/24/16,Series A,"€2,500,000","Biotechnology, Health Care, Science and Engineering",Private
AltraVax,https://www.crunchbase.com/organization/altravax,"Biopharma, Biotechnology, Pharmaceutical","Sunnyvale, California, United States",Altravax was incorporated in 2009 and is a privately held biopharmaceutical company based in North Dakota with research facilities in,service@altravax.com,(888) 710-9203,http://altravax.com,,2,Early Stage Venture,"$2,000,000 ",11/30/09,Series A,"$2,007,250 ","Biotechnology, Health Care, Science and Engineering",Private
Sangon Biotech,https://www.crunchbase.com/organization/sangon-biotech,"Biotechnology, Genetics","Shanghai, Shanghai, China",Sangon Biotech is engaged in the research and development of chemical synthesis of DNA.,sales@sangon.com,86 21 5778 2243,http://www.sangon.com,,1,Early Stage Venture,"$6,200,000 ",7/1/10,Series A,"$6,200,000 ","Biotechnology, Health Care, Science and Engineering",Private
Lotus Tissue Repair,https://www.crunchbase.com/organization/lotus-tissue-repair,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States",Lotus Tissue Repair develops an accelerating chronic wound healing technology for the treatment dermatologic conditions such as foot ulcers.,lotus_info@lotustr.com,617-674-7610,http://www.lotustissuerepair.com,,1,Early Stage Venture,"$26,000,000 ",6/30/11,Series A,"$26,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
JDP Therapeutics,https://www.crunchbase.com/organization/jdp-therapeutics,"Biotechnology, Health Care, Pharmaceutical","Philadelphia, Pennsylvania, United States",JDP Therapeutics develops small molecule therapeutics for the treatment of life threatening diseases with unmet medical needs.,info@jdptherapeutics.com,215-661-8557,http://jdptherapeutics.com,,4,Early Stage Venture,"$2,000,000 ",6/22/16,Series A,"$2,675,000 ","Biotechnology, Health Care, Science and Engineering",Private
